"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE"
2016,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",137943
2016,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",114592
2016,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",63449
2016,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",33259
2016,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1556
2016,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",44584
2016,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7837
2016,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",856
2016,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",16750
2016,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1080
2016,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",532
2016,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",336
2016,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",228
2016,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",124386
2016,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",96721
2016,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",71682
2016,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",30121
2016,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1284
2016,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",37930
2016,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",8253
2016,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",860
2016,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",14969
2016,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1260
2016,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",648
2016,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",488
2016,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",288
