"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE","GDP","Estimate_per_GDP"
2012,"Manitoba","Current prices","Business gross fixed capital formation","Dollars","millions",10327,59848,17.3
2012,"Manitoba","Current prices","General governments final consumption expenditure","Dollars","millions",16257,59848,27.2
2012,"Manitoba","Current prices","Gross domestic product at market prices","Dollars","millions",59848,59848,100
2012,"Manitoba","Current prices","Intellectual property products","Dollars","millions",740,59848,1.2
2012,"Manitoba","Current prices","Machinery and equipment","Dollars","millions",2694,59848,4.5
2012,"Manitoba","Current prices","Non-residential Investment","Dollars","millions",6768,59848,11.3
2012,"Manitoba","Current prices","Non-residential structures","Dollars","millions",3334,59848,5.6
2012,"Manitoba","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",6028,59848,10.1
2012,"Manitoba","Current prices","Residential structures","Dollars","millions",3559,59848,5.9
2012,"New Brunswick","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",4827,34507,14
2012,"New Brunswick","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",10608,34507,30.7
2012,"New Brunswick","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",34507,34507,100
2012,"New Brunswick","Chained (2017) dollars","Intellectual property products","Dollars","millions",347,34507,1
2012,"New Brunswick","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1422,34507,4.1
2012,"New Brunswick","Chained (2017) dollars","Non-residential Investment","Dollars","millions",2899,34507,8.4
2012,"New Brunswick","Chained (2017) dollars","Non-residential structures","Dollars","millions",1121,34507,3.2
2012,"New Brunswick","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",2552,34507,7.4
2012,"New Brunswick","Chained (2017) dollars","Residential structures","Dollars","millions",1924,34507,5.6
2012,"New Brunswick","Current prices","Business gross fixed capital formation","Dollars","millions",4426,31797,13.9
2012,"New Brunswick","Current prices","General governments final consumption expenditure","Dollars","millions",9759,31797,30.7
2012,"New Brunswick","Current prices","Gross domestic product at market prices","Dollars","millions",31797,31797,100
2012,"New Brunswick","Current prices","Intellectual property products","Dollars","millions",311,31797,1
2012,"New Brunswick","Current prices","Machinery and equipment","Dollars","millions",1265,31797,4
2012,"New Brunswick","Current prices","Non-residential Investment","Dollars","millions",2602,31797,8.2
2012,"New Brunswick","Current prices","Non-residential structures","Dollars","millions",1026,31797,3.2
2012,"New Brunswick","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",2291,31797,7.2
2012,"New Brunswick","Current prices","Residential structures","Dollars","millions",1824,31797,5.7
2012,"Newfoundland and Labrador","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",9183,31815,28.9
2012,"Newfoundland and Labrador","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",8171,31815,25.7
2012,"Newfoundland and Labrador","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",31815,31815,100
2012,"Newfoundland and Labrador","Chained (2017) dollars","Intellectual property products","Dollars","millions",957,31815,3
2012,"Newfoundland and Labrador","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1353,31815,4.3
2012,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential Investment","Dollars","millions",7090,31815,22.3
2012,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures","Dollars","millions",4784,31815,15
2012,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",6133,31815,19.3
2012,"Newfoundland and Labrador","Chained (2017) dollars","Residential structures","Dollars","millions",2058,31815,6.5
2012,"Newfoundland and Labrador","Current prices","Business gross fixed capital formation","Dollars","millions",8408,32063,26.2
2012,"Newfoundland and Labrador","Current prices","General governments final consumption expenditure","Dollars","millions",7458,32063,23.3
2012,"Newfoundland and Labrador","Current prices","Gross domestic product at market prices","Dollars","millions",32063,32063,100
2012,"Newfoundland and Labrador","Current prices","Intellectual property products","Dollars","millions",852,32063,2.7
2012,"Newfoundland and Labrador","Current prices","Machinery and equipment","Dollars","millions",1206,32063,3.8
2012,"Newfoundland and Labrador","Current prices","Non-residential Investment","Dollars","millions",6446,32063,20.1
2012,"Newfoundland and Labrador","Current prices","Non-residential structures","Dollars","millions",4388,32063,13.7
2012,"Newfoundland and Labrador","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",5594,32063,17.4
2012,"Newfoundland and Labrador","Current prices","Residential structures","Dollars","millions",1962,32063,6.1
2012,"Northwest Territories","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",1151,4173,27.6
2012,"Northwest Territories","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",2095,4173,50.2
2012,"Northwest Territories","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",4173,4173,100
2012,"Northwest Territories","Chained (2017) dollars","Intellectual property products","Dollars","millions",294,4173,7
2012,"Northwest Territories","Chained (2017) dollars","Machinery and equipment","Dollars","millions",313,4173,7.5
2012,"Northwest Territories","Chained (2017) dollars","Non-residential Investment","Dollars","millions",1071,4173,25.6
2012,"Northwest Territories","Chained (2017) dollars","Non-residential structures","Dollars","millions",478,4173,11.5
2012,"Northwest Territories","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",777,4173,18.6
2012,"Northwest Territories","Chained (2017) dollars","Residential structures","Dollars","millions",84,4173,2
2012,"Northwest Territories","Current prices","Business gross fixed capital formation","Dollars","millions",1050,4394,23.9
2012,"Northwest Territories","Current prices","General governments final consumption expenditure","Dollars","millions",1907,4394,43.4
2012,"Northwest Territories","Current prices","Gross domestic product at market prices","Dollars","millions",4394,4394,100
2012,"Northwest Territories","Current prices","Intellectual property products","Dollars","millions",260,4394,5.9
2012,"Northwest Territories","Current prices","Machinery and equipment","Dollars","millions",282,4394,6.4
2012,"Northwest Territories","Current prices","Non-residential Investment","Dollars","millions",980,4394,22.3
2012,"Northwest Territories","Current prices","Non-residential structures","Dollars","millions",438,4394,10
2012,"Northwest Territories","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",720,4394,16.4
2012,"Northwest Territories","Current prices","Residential structures","Dollars","millions",70,4394,1.6
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Intellectual property products","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential Investment","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Chained (2017) dollars","Residential structures","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Intellectual property products","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Machinery and equipment","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Non-residential Investment","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Non-residential structures","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
2012,"Northwest Territories including Nunavut","Current prices","Residential structures","Dollars","millions",NA,NA,NA
2012,"Nova Scotia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",5947,41327,14.4
2012,"Nova Scotia","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",14242,41327,34.5
2012,"Nova Scotia","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",41327,41327,100
2012,"Nova Scotia","Chained (2017) dollars","Intellectual property products","Dollars","millions",297,41327,0.7
2012,"Nova Scotia","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1505,41327,3.6
2012,"Nova Scotia","Chained (2017) dollars","Non-residential Investment","Dollars","millions",2982,41327,7.2
2012,"Nova Scotia","Chained (2017) dollars","Non-residential structures","Dollars","millions",1166,41327,2.8
