"Year","GEO","Tenure","Statistics","UOM","VALUE"
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Number of households in core housing need","Number",2300
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of households","Number",1157
2021,"Small population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of households","Number",3355
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Percentage of households in core housing need","Percent",29
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",18.9
2021,"Small population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of households","Percent",41
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Number of persons in core housing need","Number",2400
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of persons","Number",1203
2021,"Small population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of persons","Number",3530
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Percentage of persons in core housing need","Percent",23
2021,"Small population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",14.5
2021,"Small population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",33
2021,"Rural areas, British Columbia","Total, tenure","Number of households in core housing need","Number",23800
2021,"Rural areas, British Columbia","Total, tenure","Low 95% confidence interval, number of households","Number",16131
2021,"Rural areas, British Columbia","Total, tenure","High 95% confidence interval, number of households","Number",32455
2021,"Rural areas, British Columbia","Total, tenure","Percentage of households in core housing need","Percent",9.8
2021,"Rural areas, British Columbia","Total, tenure","Low 95% confidence interval, percentage of households","Percent",7
2021,"Rural areas, British Columbia","Total, tenure","High 95% confidence interval, percentage of households","Percent",13.6
2021,"Rural areas, British Columbia","Total, tenure","Number of persons in core housing need","Number",32900
2021,"Rural areas, British Columbia","Total, tenure","Low 95% confidence interval, number of persons","Number",21843
2021,"Rural areas, British Columbia","Total, tenure","High 95% confidence interval, number of persons","Number",46204
2021,"Rural areas, British Columbia","Total, tenure","Percentage of persons in core housing need","Percent",5.9
2021,"Rural areas, British Columbia","Total, tenure","Low 95% confidence interval, percentage of persons","Percent",4
2021,"Rural areas, British Columbia","Total, tenure","High 95% confidence interval, percentage of persons","Percent",8.6
