"Year","GEO","Industry","Measure","VALUE"
2023,"British Columbia ","Business sector industries [T004]","Closing businesses",7599
2023,"British Columbia ","Business sector industries [T004]","Reopening businesses",4450
2023,"British Columbia ","Business sector industries [T004]","Entrants",2929
2023,"British Columbia ","Business sector industries [T004]","Temporary closures",NA
2023,"British Columbia ","Business sector industries [T004]","Exits",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Active businesses",1585
2023,"British Columbia ","Forestry, fishing and hunting [11]","Opening businesses",97
2023,"British Columbia ","Forestry, fishing and hunting [11]","Continuing businesses",1485
2023,"British Columbia ","Forestry, fishing and hunting [11]","Closing businesses",88
2023,"British Columbia ","Forestry, fishing and hunting [11]","Reopening businesses",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Entrants",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Temporary closures",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Exits",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Active businesses",732
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Opening businesses",32
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Continuing businesses",701
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Closing businesses",32
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Reopening businesses",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Entrants",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Temporary closures",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Exits",NA
2023,"British Columbia ","Utilities [22]","Active businesses",113
2023,"British Columbia ","Utilities [22]","Opening businesses",NA
2023,"British Columbia ","Utilities [22]","Continuing businesses",NA
2023,"British Columbia ","Utilities [22]","Closing businesses",NA
2023,"British Columbia ","Utilities [22]","Reopening businesses",NA
2023,"British Columbia ","Utilities [22]","Entrants",NA
2023,"British Columbia ","Utilities [22]","Temporary closures",NA
2023,"British Columbia ","Utilities [22]","Exits",NA
2023,"British Columbia ","Construction [23]","Active businesses",22093
2023,"British Columbia ","Construction [23]","Opening businesses",1220
2023,"British Columbia ","Construction [23]","Continuing businesses",20909
2023,"British Columbia ","Construction [23]","Closing businesses",1218
2023,"British Columbia ","Construction [23]","Reopening businesses",NA
2023,"British Columbia ","Construction [23]","Entrants",NA
2023,"British Columbia ","Construction [23]","Temporary closures",NA
2023,"British Columbia ","Construction [23]","Exits",NA
2023,"British Columbia ","Manufacturing [31-33]","Active businesses",6315
2023,"British Columbia ","Manufacturing [31-33]","Opening businesses",200
2023,"British Columbia ","Manufacturing [31-33]","Continuing businesses",6111
2023,"British Columbia ","Manufacturing [31-33]","Closing businesses",205
2023,"British Columbia ","Manufacturing [31-33]","Reopening businesses",NA
2023,"British Columbia ","Manufacturing [31-33]","Entrants",NA
2023,"British Columbia ","Manufacturing [31-33]","Temporary closures",NA
2023,"British Columbia ","Manufacturing [31-33]","Exits",NA
2023,"British Columbia ","Food manufacturing [311]","Active businesses",931
2023,"British Columbia ","Food manufacturing [311]","Opening businesses",33
2023,"British Columbia ","Food manufacturing [311]","Continuing businesses",897
2023,"British Columbia ","Food manufacturing [311]","Closing businesses",41
2023,"British Columbia ","Food manufacturing [311]","Reopening businesses",NA
2023,"British Columbia ","Food manufacturing [311]","Entrants",NA
2023,"British Columbia ","Food manufacturing [311]","Temporary closures",NA
2023,"British Columbia ","Food manufacturing [311]","Exits",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Active businesses",467
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Opening businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Continuing businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Closing businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Reopening businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Entrants",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Temporary closures",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Exits",NA
2023,"British Columbia ","Wholesale trade [41]","Active businesses",6079
2023,"British Columbia ","Wholesale trade [41]","Opening businesses",164
2023,"British Columbia ","Wholesale trade [41]","Continuing businesses",5918
2023,"British Columbia ","Wholesale trade [41]","Closing businesses",180
2023,"British Columbia ","Wholesale trade [41]","Reopening businesses",NA
2023,"British Columbia ","Wholesale trade [41]","Entrants",NA
2023,"British Columbia ","Wholesale trade [41]","Temporary closures",NA
2023,"British Columbia ","Wholesale trade [41]","Exits",NA
2023,"British Columbia ","Retail trade [44-45]","Active businesses",13116
2023,"British Columbia ","Retail trade [44-45]","Opening businesses",425
2023,"British Columbia ","Retail trade [44-45]","Continuing businesses",12690
2023,"British Columbia ","Retail trade [44-45]","Closing businesses",424
2023,"British Columbia ","Retail trade [44-45]","Reopening businesses",NA
2023,"British Columbia ","Retail trade [44-45]","Entrants",NA
2023,"British Columbia ","Retail trade [44-45]","Temporary closures",NA
2023,"British Columbia ","Retail trade [44-45]","Exits",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Active businesses",6311
2023,"British Columbia ","Transportation and warehousing [48-49]","Opening businesses",323
2023,"British Columbia ","Transportation and warehousing [48-49]","Continuing businesses",5990
2023,"British Columbia ","Transportation and warehousing [48-49]","Closing businesses",326
2023,"British Columbia ","Transportation and warehousing [48-49]","Reopening businesses",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Entrants",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Temporary closures",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Exits",NA
2023,"British Columbia ","Information and cultural industries [51]","Active businesses",1944
2023,"British Columbia ","Information and cultural industries [51]","Opening businesses",97
2023,"British Columbia ","Information and cultural industries [51]","Continuing businesses",1840
2023,"British Columbia ","Information and cultural industries [51]","Closing businesses",129
2023,"British Columbia ","Information and cultural industries [51]","Reopening businesses",NA
2023,"British Columbia ","Information and cultural industries [51]","Entrants",NA
2023,"British Columbia ","Information and cultural industries [51]","Temporary closures",NA
2023,"British Columbia ","Information and cultural industries [51]","Exits",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Active businesses",4692
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Opening businesses",250
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Continuing businesses",4446
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Closing businesses",298
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Reopening businesses",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Entrants",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Temporary closures",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Exits",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Active businesses",7796
2023,"British Columbia ","Real estate and rental and leasing [53]","Opening businesses",459
2023,"British Columbia ","Real estate and rental and leasing [53]","Continuing businesses",7355
2023,"British Columbia ","Real estate and rental and leasing [53]","Closing businesses",495
2023,"British Columbia ","Real estate and rental and leasing [53]","Reopening businesses",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Entrants",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Temporary closures",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Exits",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Active businesses",19721
2023,"British Columbia ","Professional, scientific and technical services [54]","Opening businesses",922
2023,"British Columbia ","Professional, scientific and technical services [54]","Continuing businesses",18792
2023,"British Columbia ","Professional, scientific and technical services [54]","Closing businesses",941
2023,"British Columbia ","Professional, scientific and technical services [54]","Reopening businesses",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Entrants",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Temporary closures",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Exits",NA
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Active businesses",7162
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Opening businesses",351
