"GEO","Funder","Performer","Science type","Prices","GR5","GR3","Maxyear"
"Saskatchewan"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial governments sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial research organizations sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial governments sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial governments sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," total, all sectors"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Yukon, Northwest Territories and Nunavut"," business enterprise sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
